Date,Time,Part No,Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage,Remarks 
8/18/2022,01:12:54.207,08-18-22-0020-00,3.21,0.03,0.00,0.00,0.82,0.00
8/18/2022,01:12:54.316,08-18-22-0020-00,3.21,0.00,0.00,0.00,0.82,0.00
8/18/2022,01:12:54.425,08-18-22-0020-00,3.20,0.00,0.00,0.00,0.82,0.00
8/18/2022,01:12:54.535,08-18-22-0020-00,3.20,0.02,0.00,0.00,0.82,0.00
8/18/2022,01:12:54.644,08-18-22-0020-00,3.20,0.00,0.00,0.00,0.82,0.00
8/18/2022,01:12:54.754,08-18-22-0020-00,3.20,-0.04,0.00,0.00,0.82,0.00
8/18/2022,01:12:54.863,08-18-22-0020-00,3.20,-0.01,0.00,0.00,0.82,0.00
8/18/2022,01:12:54.972,08-18-22-0020-00,3.20,-0.01,0.82,0.00,0.82,0.00
8/18/2022,01:12:55.082,08-18-22-0020-00,3.20,-0.01,0.82,0.00,0.82,0.00
8/18/2022,01:12:55.196,08-18-22-0020-00,3.20,-0.01,0.82,0.00,0.82,0.00
8/18/2022,01:12:55.327,08-18-22-0020-00,3.20,-0.03,0.82,0.00,0.82,0.00
8/18/2022,01:12:55.434,08-18-22-0020-00,3.23,0.03,0.82,0.00,0.82,0.00
8/18/2022,01:12:55.550,08-18-22-0020-00,3.23,0.02,0.82,0.00,0.82,0.00
8/18/2022,01:12:55.681,08-18-22-0020-00,3.23,-0.03,0.82,0.00,0.82,0.00
8/18/2022,01:12:55.829,08-18-22-0020-00,3.23,-0.01,0.82,0.00,0.82,0.00
8/18/2022,01:12:55.982,08-18-22-0020-00,3.23,0.01,0.41,0.00,0.82,0.00
8/18/2022,01:12:56.129,08-18-22-0020-00,3.23,-0.03,0.41,0.00,0.82,0.00
8/18/2022,01:12:56.267,08-18-22-0020-00,3.23,0.01,0.41,0.00,0.82,0.00
8/18/2022,01:12:56.299,08-18-22-0020-00,3.23,0.02,0.41,0.00,0.82,0.00
8/18/2022,01:12:56.415,08-18-22-0020-00,3.21,0.00,0.41,0.00,0.82,0.00
8/18/2022,01:12:56.530,08-18-22-0020-00,3.21,0.00,0.41,0.00,0.82,0.00
8/18/2022,01:12:56.631,08-18-22-0020-00,3.21,0.00,0.41,0.00,0.82,0.00
8/18/2022,01:12:56.753,08-18-22-0020-00,3.21,0.00,0.41,0.00,0.82,0.00
8/18/2022,01:12:56.869,08-18-22-0020-00,3.21,-0.01,0.41,0.00,0.82,0.00
8/18/2022,01:12:56.985,08-18-22-0020-00,3.21,-0.02,0.27,0.00,0.82,0.00
8/18/2022,01:12:57.085,08-18-22-0020-00,3.21,-0.02,0.27,0.00,0.82,0.00
8/18/2022,01:12:57.217,08-18-22-0020-00,3.21,0.00,0.27,0.00,0.82,0.00
8/18/2022,01:12:57.301,08-18-22-0020-00,3.21,-0.01,0.27,0.00,0.82,0.00
8/18/2022,01:12:57.417,08-18-22-0020-00,3.22,0.04,0.27,0.00,0.82,0.00
8/18/2022,01:12:57.517,08-18-22-0020-00,3.22,0.03,0.27,0.00,0.82,0.00
8/18/2022,01:12:57.633,08-18-22-0020-00,3.22,0.01,0.27,0.00,0.82,0.00
8/18/2022,01:12:57.756,08-18-22-0020-00,3.22,0.03,0.27,0.00,0.82,0.00
8/18/2022,01:12:57.872,08-18-22-0020-00,3.22,0.00,0.27,0.00,0.82,0.00
8/18/2022,01:12:57.972,08-18-22-0020-00,3.22,0.00,0.20,0.00,0.82,0.00
8/18/2022,01:12:58.088,08-18-22-0020-00,3.22,-0.03,0.20,0.00,0.82,0.00
8/18/2022,01:12:58.204,08-18-22-0020-00,3.22,-0.01,0.20,0.00,0.82,0.00
8/18/2022,01:12:58.304,08-18-22-0020-00,3.22,0.00,0.20,0.00,0.82,0.00
8/18/2022,01:12:58.420,08-18-22-0020-00,3.22,0.00,0.20,0.00,0.82,0.00
8/18/2022,01:12:58.520,08-18-22-0020-00,3.22,0.00,0.20,0.00,0.82,0.00
8/18/2022,01:12:58.642,08-18-22-0020-00,3.22,0.02,0.20,0.00,0.82,0.00
8/18/2022,01:12:58.736,08-18-22-0020-00,3.22,0.02,0.20,0.00,0.82,0.00
8/18/2022,01:12:58.874,08-18-22-0020-00,3.22,0.01,0.20,0.00,0.82,0.00
8/18/2022,01:12:58.959,08-18-22-0020-00,3.22,0.01,0.16,1.90,0.82,0.04
8/18/2022,01:12:59.075,08-18-22-0020-00,3.22,0.01,0.16,1.95,0.82,0.06
8/18/2022,01:12:59.175,08-18-22-0020-00,3.22,0.02,0.16,1.79,0.82,0.06
8/18/2022,01:12:59.291,08-18-22-0020-00,3.22,0.00,0.16,2.48,0.82,13.06
8/18/2022,01:12:59.407,08-18-22-0020-00,2.65,-0.03,0.16,4.04,0.82,40.23
8/18/2022,01:12:59.507,08-18-22-0020-00,2.65,-0.03,0.20,4.06,0.98,40.23
8/18/2022,01:12:59.623,08-18-22-0020-00,2.65,-0.01,0.20,3.48,0.98,40.23
8/18/2022,01:12:59.723,08-18-22-0020-00,2.65,-0.01,0.20,3.48,0.98,40.23
8/18/2022,01:12:59.839,08-18-22-0020-00,2.65,0.00,0.20,3.25,0.98,40.23
8/18/2022,01:12:59.939,08-18-22-0020-00,2.65,0.00,0.23,221.36,1.15,37.33
8/18/2022,01:13:00.061,08-18-22-0020-00,2.65,-0.01,0.19,89.01,1.15,40.23
8/18/2022,01:13:00.177,08-18-22-0020-00,2.65,-0.01,0.19,97.55,1.15,38.32
8/18/2022,01:13:00.278,08-18-22-0020-00,2.65,0.00,0.19,160.03,1.15,28.41
8/18/2022,01:13:00.378,08-18-22-0020-00,0.58,0.02,0.19,183.24,1.15,25.73
8/18/2022,01:13:00.494,08-18-22-0020-00,0.58,2.64,0.27,176.85,1.64,25.53
8/18/2022,01:13:00.609,08-18-22-0020-00,0.58,3.88,0.44,191.43,2.62,24.53
8/18/2022,01:13:00.710,08-18-22-0020-00,0.58,5.09,0.46,172.08,2.79,25.19
8/18/2022,01:13:00.826,08-18-22-0020-00,0.58,6.58,1.45,167.65,8.69,25.42
8/18/2022,01:13:00.926,08-18-22-0020-00,0.58,8.12,2.92,166.45,17.54,25.13
8/18/2022,01:13:01.042,08-18-22-0020-00,0.58,9.80,4.47,190.54,31.31,24.18
8/18/2022,01:13:01.164,08-18-22-0020-00,0.58,11.43,7.75,113.65,54.26,29.40
8/18/2022,01:13:01.280,08-18-22-0020-00,0.58,12.92,11.29,180.25,79.02,25.90
8/18/2022,01:13:01.380,08-18-22-0020-00,-0.01,14.22,14.68,173.23,102.79,25.35
8/18/2022,01:13:01.496,08-18-22-0020-00,-0.01,15.77,19.16,176.75,134.10,25.42
8/18/2022,01:13:01.596,08-18-22-0020-00,-0.01,17.04,23.42,166.43,163.93,25.54
8/18/2022,01:13:01.712,08-18-22-0020-00,-0.01,18.46,28.57,170.25,200.00,25.40
8/18/2022,01:13:01.828,08-18-22-0020-00,-0.01,19.76,33.93,165.16,237.54,24.97
8/18/2022,01:13:01.928,08-18-22-0020-00,-0.01,20.79,36.04,172.00,252.30,25.06
8/18/2022,01:13:02.044,08-18-22-0020-00,-0.01,21.93,31.60,163.43,252.79,25.53
8/18/2022,01:13:02.144,08-18-22-0020-00,-0.01,22.86,31.60,181.09,252.79,24.40
8/18/2022,01:13:02.267,08-18-22-0020-00,-0.01,23.99,31.60,184.51,252.79,24.76
8/18/2022,01:13:02.367,08-18-22-0020-00,-0.01,24.94,31.60,172.51,252.79,24.96
8/18/2022,01:13:02.483,08-18-22-0020-00,-0.01,25.94,31.60,167.75,252.79,25.43
8/18/2022,01:13:02.583,08-18-22-0020-00,-0.01,26.76,31.60,165.16,252.79,25.43
8/18/2022,01:13:02.699,08-18-22-0020-00,-0.01,27.64,31.60,174.84,252.79,25.07
8/18/2022,01:13:02.799,08-18-22-0020-00,-0.01,28.28,31.60,172.29,252.79,25.04
8/18/2022,01:13:02.915,08-18-22-0020-00,-0.01,28.94,31.60,168.08,252.79,24.88
