Date,Time,Part No,Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage,Remarks 
8/17/2022,08:13:31.949,08-17-22-0017-00,3.83,0.02,0.02,0.00,0.82,0.00
8/17/2022,08:13:32.058,08-17-22-0017-00,3.83,-0.02,0.02,0.00,0.82,0.00
8/17/2022,08:13:32.168,08-17-22-0017-00,3.83,0.00,0.02,0.00,0.82,0.00
8/17/2022,08:13:32.277,08-17-22-0017-00,3.83,-0.01,0.02,0.00,0.82,0.00
8/17/2022,08:13:32.387,08-17-22-0017-00,3.83,0.01,0.02,0.00,0.82,0.00
8/17/2022,08:13:32.496,08-17-22-0017-00,3.83,-0.01,0.02,0.00,0.82,0.00
8/17/2022,08:13:32.605,08-17-22-0017-00,3.83,0.00,0.02,0.00,0.82,0.00
8/17/2022,08:13:32.715,08-17-22-0017-00,3.83,-0.01,0.02,0.00,0.82,0.00
8/17/2022,08:13:32.824,08-17-22-0017-00,3.83,-0.01,0.02,0.00,0.82,0.00
8/17/2022,08:13:32.933,08-17-22-0017-00,3.83,0.01,0.82,0.00,0.82,0.00
8/17/2022,08:13:33.043,08-17-22-0017-00,3.82,-0.01,0.82,0.00,0.82,0.00
8/17/2022,08:13:33.152,08-17-22-0017-00,3.82,-0.04,0.82,0.00,0.82,0.00
8/17/2022,08:13:33.304,08-17-22-0017-00,3.82,-0.02,0.82,0.00,0.82,0.00
8/17/2022,08:13:33.457,08-17-22-0017-00,3.82,-0.01,0.82,0.00,0.82,0.00
8/17/2022,08:13:33.604,08-17-22-0017-00,3.82,0.01,0.82,0.00,0.82,0.00
8/17/2022,08:13:33.742,08-17-22-0017-00,3.82,0.00,0.82,0.00,0.82,0.00
8/17/2022,08:13:33.889,08-17-22-0017-00,3.82,0.02,0.41,0.00,0.82,0.00
8/17/2022,08:13:34.027,08-17-22-0017-00,3.82,0.00,0.41,0.00,0.82,0.00
8/17/2022,08:13:34.143,08-17-22-0017-00,3.82,-0.01,0.41,0.00,0.82,0.00
8/17/2022,08:13:34.259,08-17-22-0017-00,3.82,-0.04,0.41,0.00,0.82,0.00
8/17/2022,08:13:34.375,08-17-22-0017-00,3.82,-0.01,0.41,0.00,0.82,0.00
8/17/2022,08:13:34.475,08-17-22-0017-00,3.82,-0.01,0.41,0.00,0.82,0.00
8/17/2022,08:13:34.591,08-17-22-0017-00,3.82,0.01,0.41,0.00,0.82,0.00
8/17/2022,08:13:34.707,08-17-22-0017-00,3.82,0.01,0.41,0.00,0.82,0.00
8/17/2022,08:13:34.808,08-17-22-0017-00,3.82,0.00,0.41,0.00,0.82,0.00
8/17/2022,08:13:34.908,08-17-22-0017-00,3.82,0.01,0.27,0.00,0.82,0.00
8/17/2022,08:13:35.024,08-17-22-0017-00,3.82,0.00,0.27,0.00,0.82,0.00
8/17/2022,08:13:35.131,08-17-22-0017-00,3.82,-0.01,0.27,0.00,0.82,0.00
8/17/2022,08:13:35.246,08-17-22-0017-00,3.82,0.00,0.27,0.00,0.82,0.00
8/17/2022,08:13:35.347,08-17-22-0017-00,3.82,0.00,0.27,0.00,0.82,0.00
8/17/2022,08:13:35.463,08-17-22-0017-00,3.82,-0.02,0.27,0.00,0.82,0.00
8/17/2022,08:13:35.578,08-17-22-0017-00,3.82,-0.02,0.27,0.00,0.82,0.00
8/17/2022,08:13:35.679,08-17-22-0017-00,3.82,-0.03,0.27,0.00,0.82,0.00
8/17/2022,08:13:35.810,08-17-22-0017-00,3.82,-0.01,0.27,0.00,0.82,0.00
