Date,Time,Part No,Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage,Remarks 
8/17/2022,08:15:26.167,08-17-22-0018-00,3.78,-0.01,0.01,0.00,0.33,0.00
8/17/2022,08:15:26.279,08-17-22-0018-00,3.78,0.00,0.01,0.00,0.33,0.00
8/17/2022,08:15:26.389,08-17-22-0018-00,3.78,0.00,0.01,0.00,0.33,0.00
8/17/2022,08:15:26.490,08-17-22-0018-00,3.78,-0.03,0.01,0.00,0.33,0.00
8/17/2022,08:15:26.600,08-17-22-0018-00,3.78,0.01,0.01,0.00,0.33,0.00
8/17/2022,08:15:26.716,08-17-22-0018-00,3.78,0.01,0.01,0.00,0.33,0.00
8/17/2022,08:15:26.820,08-17-22-0018-00,3.78,0.02,0.01,0.00,0.33,0.00
8/17/2022,08:15:26.929,08-17-22-0018-00,3.78,-0.03,0.01,0.00,0.33,0.00
8/17/2022,08:15:27.042,08-17-22-0018-00,3.78,0.02,0.01,0.00,0.49,0.00
8/17/2022,08:15:27.152,08-17-22-0018-00,3.78,-0.03,0.49,0.00,0.49,0.00
8/17/2022,08:15:27.255,08-17-22-0018-00,3.78,0.00,0.49,0.00,0.49,0.00
8/17/2022,08:15:27.368,08-17-22-0018-00,3.78,-0.01,0.49,0.00,0.49,0.00
8/17/2022,08:15:27.479,08-17-22-0018-00,3.78,0.01,0.49,0.00,0.49,0.00
8/17/2022,08:15:27.590,08-17-22-0018-00,3.78,-0.03,0.49,0.00,0.49,0.00
8/17/2022,08:15:27.700,08-17-22-0018-00,3.78,0.00,0.49,0.00,0.49,0.00
8/17/2022,08:15:27.812,08-17-22-0018-00,3.78,0.00,0.49,0.00,0.49,0.00
8/17/2022,08:15:27.927,08-17-22-0018-00,3.78,-0.02,0.49,0.00,0.49,0.00
8/17/2022,08:15:28.043,08-17-22-0018-00,3.78,0.00,0.49,0.00,0.49,0.00
8/17/2022,08:15:28.144,08-17-22-0018-00,3.78,0.00,0.25,0.00,0.49,0.00
8/17/2022,08:15:28.271,08-17-22-0018-00,3.78,0.00,0.25,0.00,0.49,0.00
8/17/2022,08:15:28.375,08-17-22-0018-00,3.78,0.00,0.25,0.00,0.49,0.00
8/17/2022,08:15:28.476,08-17-22-0018-00,3.78,0.00,0.25,0.00,0.49,0.00
8/17/2022,08:15:28.591,08-17-22-0018-00,3.78,-0.01,0.25,0.00,0.49,0.00
