Date,Time,Part No,Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage,Remarks 
8/17/2022,08:10:11.785,08-17-22-0015-00,3.77,0.00,0.03,0.00,1.15,0.00
8/17/2022,08:10:11.894,08-17-22-0015-00,3.77,-0.01,0.03,0.00,1.15,0.00
8/17/2022,08:10:12.004,08-17-22-0015-00,3.74,0.00,0.03,0.00,1.15,0.00
8/17/2022,08:10:12.113,08-17-22-0015-00,3.74,-0.01,0.03,0.00,1.15,0.00
8/17/2022,08:10:12.223,08-17-22-0015-00,3.74,0.00,0.03,0.00,1.15,0.00
8/17/2022,08:10:12.332,08-17-22-0015-00,3.74,0.00,0.03,0.00,1.15,0.00
8/17/2022,08:10:12.454,08-17-22-0015-00,3.74,-0.01,0.03,0.00,1.15,0.00
8/17/2022,08:10:12.564,08-17-22-0015-00,3.74,0.00,0.03,0.00,1.15,0.00
8/17/2022,08:10:12.673,08-17-22-0015-00,3.74,-0.01,1.15,0.00,1.15,0.00
8/17/2022,08:10:12.782,08-17-22-0015-00,3.74,0.00,1.15,0.00,1.15,0.00
8/17/2022,08:10:12.899,08-17-22-0015-00,3.74,0.00,1.15,0.00,1.15,0.00
8/17/2022,08:10:13.030,08-17-22-0015-00,3.74,-0.02,1.15,0.00,1.15,0.00
8/17/2022,08:10:13.162,08-17-22-0015-00,3.74,0.00,1.15,0.00,1.15,0.00
8/17/2022,08:10:13.293,08-17-22-0015-00,3.74,0.02,1.15,0.00,1.15,0.00
8/17/2022,08:10:13.431,08-17-22-0015-00,3.74,0.00,1.15,0.00,1.15,0.00
8/17/2022,08:10:13.578,08-17-22-0015-00,3.74,-0.01,1.15,0.00,1.15,0.00
8/17/2022,08:10:13.732,08-17-22-0015-00,3.74,0.00,0.57,0.00,1.15,0.00
8/17/2022,08:10:13.863,08-17-22-0015-00,3.74,-0.01,0.57,0.00,1.15,0.00
8/17/2022,08:10:13.879,08-17-22-0015-00,3.74,-0.02,0.57,0.00,1.15,0.00
8/17/2022,08:10:13.995,08-17-22-0015-00,3.75,-0.02,0.57,0.00,1.15,0.00
8/17/2022,08:10:14.117,08-17-22-0015-00,3.75,-0.03,0.57,0.00,1.15,0.00
8/17/2022,08:10:14.233,08-17-22-0015-00,3.75,0.00,0.57,0.00,1.15,0.00
8/17/2022,08:10:14.333,08-17-22-0015-00,3.75,-0.01,0.57,0.00,1.15,0.00
8/17/2022,08:10:14.449,08-17-22-0015-00,3.75,0.00,0.57,0.00,1.15,0.00
8/17/2022,08:10:14.550,08-17-22-0015-00,3.75,0.01,0.57,0.00,1.15,0.00
8/17/2022,08:10:14.665,08-17-22-0015-00,3.75,0.01,0.57,0.00,1.15,0.00
8/17/2022,08:10:14.781,08-17-22-0015-00,3.75,0.00,0.38,0.00,1.15,0.00
8/17/2022,08:10:14.882,08-17-22-0015-00,3.75,0.00,0.38,0.00,1.15,0.00
8/17/2022,08:10:15.004,08-17-22-0015-00,3.74,-0.04,0.38,0.00,1.15,0.00
8/17/2022,08:10:15.104,08-17-22-0015-00,3.74,-0.03,0.38,0.00,1.15,0.00
8/17/2022,08:10:15.220,08-17-22-0015-00,3.74,0.00,0.38,0.00,1.15,0.00
8/17/2022,08:10:15.320,08-17-22-0015-00,3.74,0.01,0.38,0.00,1.15,0.00
8/17/2022,08:10:15.436,08-17-22-0015-00,3.74,-0.03,0.38,0.00,1.15,0.00
8/17/2022,08:10:15.536,08-17-22-0015-00,3.74,-0.03,0.38,0.00,1.15,0.00
8/17/2022,08:10:15.652,08-17-22-0015-00,3.74,-0.01,0.38,0.00,1.15,0.00
8/17/2022,08:10:15.753,08-17-22-0015-00,3.74,-0.01,0.29,0.00,1.15,0.00
8/17/2022,08:10:15.869,08-17-22-0015-00,3.74,0.01,0.29,0.00,1.15,0.00
8/17/2022,08:10:15.984,08-17-22-0015-00,3.73,0.01,0.29,0.00,1.15,0.00
8/17/2022,08:10:16.085,08-17-22-0015-00,3.73,0.01,0.29,0.00,1.15,0.00
8/17/2022,08:10:16.201,08-17-22-0015-00,3.73,0.00,0.29,0.00,1.15,0.00
8/17/2022,08:10:16.301,08-17-22-0015-00,3.73,0.01,0.29,0.00,1.15,0.00
8/17/2022,08:10:16.423,08-17-22-0015-00,3.73,0.00,0.29,0.00,1.15,0.00
8/17/2022,08:10:16.523,08-17-22-0015-00,3.73,0.00,0.29,0.00,1.15,0.00
